"","from_skill","to_skill","link_probability","start_skill_relevance","end_skill_relevance","skillType_from","reuseLevel_from","skillType_to","reuseLevel_to"
"1","statistics","service-oriented modelling",0.82,1030,71,"knowledge","cross-sector","knowledge","sector-specific"
"2","statistics","ICT system integration",0.82,1030,50,"knowledge","cross-sector","knowledge","sector-specific"
"3","statistics","computer science",0.82,1030,160,"knowledge","cross-sector","knowledge","cross-sector"
"4","statistics","repossession",0.82,1030,25,"knowledge","cross-sector","knowledge","cross-sector"
"5","statistics","entrepreneurship",0.82,1030,37,"knowledge","cross-sector","knowledge","cross-sector"
"6","statistics","schedule production",0.82,1030,19,"knowledge","cross-sector","skill/competence","cross-sector"
"7","statistics","team building",0.84,1030,45,"knowledge","cross-sector","knowledge","occupation-specific"
"8","statistics","show initiative",0.83,1030,21,"knowledge","cross-sector","skill/competence","transversal"
"9","statistics","industrial software",0.84,1030,14,"knowledge","cross-sector","knowledge","cross-sector"
"10","statistics","work in textile manufacturing teams",0.84,1030,12,"knowledge","cross-sector","skill/competence","sector-specific"
"11","statistics","communicate with customers",0.84,1030,25,"knowledge","cross-sector","skill/competence","cross-sector"
"12","statistics","leasing process",0.85,1030,25,"knowledge","cross-sector","knowledge","cross-sector"
"13","statistics","business intelligence",0.85,1030,78,"knowledge","cross-sector","knowledge","cross-sector"
"14","statistics","manufacturing processes",0.85,1030,16,"knowledge","cross-sector","knowledge","cross-sector"
"15","statistics","manage several projects",0.85,1030,46,"knowledge","cross-sector","skill/competence","cross-sector"
"16","statistics","social sciences",0.86,1030,19,"knowledge","cross-sector","knowledge","cross-sector"
"17","statistics","work in an international environment",0.86,1030,21,"knowledge","cross-sector","skill/competence","sector-specific"
"18","statistics","market research",0.87,1030,18,"knowledge","cross-sector","knowledge","cross-sector"
"19","statistics","ICT system programming",0.87,1030,18,"knowledge","cross-sector","knowledge","sector-specific"
"20","statistics","implement ICT recovery system",0.87,1030,16,"knowledge","cross-sector","skill/competence","sector-specific"
"21","statistics","work in teams",0.87,1030,51,"knowledge","cross-sector","skill/competence","transversal"
"22","statistics","production processes",0.88,1030,17,"knowledge","cross-sector","knowledge","cross-sector"
"23","statistics","mechanical engineering",0.88,1030,49,"knowledge","cross-sector","knowledge","sector-specific"
"24","statistics","integrated circuits",0.88,1030,13,"knowledge","cross-sector","knowledge","cross-sector"
"25","statistics","surveying",0.88,1030,23,"knowledge","cross-sector","knowledge","cross-sector"
"26","statistics","quality control systems",0.89,1030,10,"knowledge","cross-sector","knowledge","sector-specific"
"27","statistics","business knowledge",0.89,1030,18,"knowledge","cross-sector","knowledge","sector-specific"
"28","statistics","data analytics",0.89,1030,68,"knowledge","cross-sector","knowledge","cross-sector"
"29","statistics","machine learning",0.89,1030,58,"knowledge","cross-sector","knowledge","cross-sector"
"30","statistics","sales activities",0.9,1030,18,"knowledge","cross-sector","knowledge","sector-specific"
"31","statistics","securities",0.9,1030,182,"knowledge","cross-sector","knowledge","cross-sector"
"32","statistics","manage a team",0.89,1030,28,"knowledge","cross-sector","skill/competence","cross-sector"
"33","statistics","manage quantitative data",0.9,1030,12,"knowledge","cross-sector","skill/competence","cross-sector"
"34","statistics","ethics",0.9,1030,20,"knowledge","cross-sector","knowledge","cross-sector"
"35","statistics","think innovately",0.9,1030,110,"knowledge","cross-sector","skill/competence","transversal"
"36","statistics","energy efficiency",0.91,1030,11,"knowledge","cross-sector","knowledge","sector-specific"
"37","statistics","office software",0.91,1030,11,"knowledge","cross-sector","knowledge","cross-sector"
"38","statistics","work independently",0.91,1030,107,"knowledge","cross-sector","skill/competence","transversal"
"39","statistics","manage schedule of tasks",0.91,1030,12,"knowledge","cross-sector","skill/competence","cross-sector"
"40","statistics","financial jurisdiction",0.92,1030,22,"knowledge","cross-sector","knowledge","cross-sector"
"41","statistics","deep learning",0.92,1030,14,"knowledge","cross-sector","knowledge","cross-sector"
"42","statistics","robotics",0.92,1030,35,"knowledge","cross-sector","knowledge","cross-sector"
"43","statistics","design thinking",0.92,1030,30,"knowledge","cross-sector","knowledge","cross-sector"
"44","statistics","financial management",0.92,1030,33,"knowledge","cross-sector","knowledge","cross-sector"
"45","statistics","customer insight",0.93,1030,10,"knowledge","cross-sector","knowledge","sector-specific"
"46","statistics","manage contracts",0.92,1030,35,"knowledge","cross-sector","skill/competence","cross-sector"
"47","statistics","industrial engineering",0.93,1030,24,"knowledge","cross-sector","knowledge","cross-sector"
"48","statistics","operating systems",0.93,1030,10,"knowledge","cross-sector","knowledge","sector-specific"
"49","statistics","build networks",0.93,1030,10,"knowledge","cross-sector","skill/competence","transversal"
"50","statistics","think analytically",0.93,1030,24,"knowledge","cross-sector","skill/competence","transversal"
"51","statistics","cloud technologies",0.94,1030,33,"knowledge","cross-sector","knowledge","sector-specific"
"52","statistics","manage the customer experience",0.93,1030,10,"knowledge","cross-sector","skill/competence","cross-sector"
"53","statistics","basic chemicals",0.94,1030,15,"knowledge","cross-sector","knowledge","cross-sector"
"54","statistics","electrical engineering",0.94,1030,34,"knowledge","cross-sector","knowledge","cross-sector"
"55","statistics","data mining",0.94,1030,10,"knowledge","cross-sector","knowledge","sector-specific"
"56","statistics","ecosystems",0.94,1030,12,"knowledge","cross-sector","knowledge","cross-sector"
"57","statistics","application process",0.94,1030,45,"knowledge","cross-sector","knowledge","occupation-specific"
"58","statistics","general medicine",0.94,1030,10,"knowledge","cross-sector","knowledge","cross-sector"
"59","statistics","customer relationship management",0.94,1030,12,"knowledge","cross-sector","knowledge","cross-sector"
"60","statistics","energy market",0.95,1030,14,"knowledge","cross-sector","knowledge","cross-sector"
"61","statistics","detect bottlenecks",0.94,1030,10,"knowledge","cross-sector","skill/competence","cross-sector"
"62","statistics","conduct cleaning tasks",0.95,1030,38,"knowledge","cross-sector","skill/competence","sector-specific"
"63","statistics","civil engineering",0.95,1030,17,"knowledge","cross-sector","knowledge","cross-sector"
"64","statistics","cyber security",0.95,1030,18,"knowledge","cross-sector","knowledge","sector-specific"
"65","statistics","meet deadlines",0.95,1030,26,"knowledge","cross-sector","skill/competence","cross-sector"
"66","statistics","show commitment",0.95,1030,38,"knowledge","cross-sector","skill/competence","transversal"
"67","statistics","computer engineering",0.95,1030,24,"knowledge","cross-sector","knowledge","cross-sector"
"68","statistics","cooperate with colleagues",0.95,1030,29,"knowledge","cross-sector","skill/competence","cross-sector"
"69","statistics","apply strategic thinking",0.95,1030,12,"knowledge","cross-sector","skill/competence","cross-sector"
"70","statistics","hardware testing methods",0.96,1030,13,"knowledge","cross-sector","knowledge","cross-sector"
"71","statistics","concepts of telecommunications",0.96,1030,11,"knowledge","cross-sector","knowledge","sector-specific"
"72","statistics","promote ideas, products, services",0.96,1030,20,"knowledge","cross-sector","skill","transversal skills and competences"
"73","statistics","mechanics",0.96,1030,12,"knowledge","cross-sector","knowledge","cross-sector"
"74","statistics","financial forecasting",0.96,1030,16,"knowledge","cross-sector","knowledge","cross-sector"
"75","statistics","football",0.96,1030,10,"knowledge","cross-sector","knowledge","occupation-specific"
"76","statistics","sales department processes",0.96,1030,11,"knowledge","cross-sector","knowledge","cross-sector"
"77","think creatively","market research",0.81,852,18,"skill/competence","transversal","knowledge","cross-sector"
"78","think creatively","ICT system programming",0.82,852,18,"skill/competence","transversal","knowledge","sector-specific"
"79","think creatively","implement ICT recovery system",0.81,852,16,"skill/competence","transversal","skill/competence","sector-specific"
"80","think creatively","work in teams",0.81,852,51,"skill/competence","transversal","skill/competence","transversal"
"81","think creatively","production processes",0.82,852,17,"skill/competence","transversal","knowledge","cross-sector"
"82","think creatively","mechanical engineering",0.83,852,49,"skill/competence","transversal","knowledge","sector-specific"
"83","think creatively","integrated circuits",0.83,852,13,"skill/competence","transversal","knowledge","cross-sector"
"84","think creatively","surveying",0.83,852,23,"skill/competence","transversal","knowledge","cross-sector"
"85","think creatively","quality control systems",0.84,852,10,"skill/competence","transversal","knowledge","sector-specific"
"86","think creatively","business knowledge",0.84,852,18,"skill/competence","transversal","knowledge","sector-specific"
"87","think creatively","data analytics",0.84,852,68,"skill/competence","transversal","knowledge","cross-sector"
"88","think creatively","machine learning",0.84,852,58,"skill/competence","transversal","knowledge","cross-sector"
"89","think creatively","sales activities",0.85,852,18,"skill/competence","transversal","knowledge","sector-specific"
"90","think creatively","securities",0.85,852,182,"skill/competence","transversal","knowledge","cross-sector"
"91","think creatively","manage a team",0.84,852,28,"skill/competence","transversal","skill/competence","cross-sector"
"92","think creatively","manage quantitative data",0.85,852,12,"skill/competence","transversal","skill/competence","cross-sector"
"93","think creatively","ethics",0.86,852,20,"skill/competence","transversal","knowledge","cross-sector"
"94","think creatively","think innovately",0.86,852,110,"skill/competence","transversal","skill/competence","transversal"
"95","think creatively","energy efficiency",0.87,852,11,"skill/competence","transversal","knowledge","sector-specific"
"96","think creatively","office software",0.87,852,11,"skill/competence","transversal","knowledge","cross-sector"
"97","think creatively","work independently",0.87,852,107,"skill/competence","transversal","skill/competence","transversal"
"98","think creatively","manage schedule of tasks",0.86,852,12,"skill/competence","transversal","skill/competence","cross-sector"
"99","think creatively","financial jurisdiction",0.87,852,22,"skill/competence","transversal","knowledge","cross-sector"
"100","think creatively","deep learning",0.88,852,14,"skill/competence","transversal","knowledge","cross-sector"
"101","think creatively","robotics",0.88,852,35,"skill/competence","transversal","knowledge","cross-sector"
"102","think creatively","design thinking",0.88,852,30,"skill/competence","transversal","knowledge","cross-sector"
"103","think creatively","financial management",0.88,852,33,"skill/competence","transversal","knowledge","cross-sector"
"104","think creatively","customer insight",0.89,852,10,"skill/competence","transversal","knowledge","sector-specific"
"105","think creatively","manage contracts",0.88,852,35,"skill/competence","transversal","skill/competence","cross-sector"
"106","think creatively","industrial engineering",0.89,852,24,"skill/competence","transversal","knowledge","cross-sector"
"107","think creatively","operating systems",0.9,852,10,"skill/competence","transversal","knowledge","sector-specific"
"108","think creatively","build networks",0.89,852,10,"skill/competence","transversal","skill/competence","transversal"
"109","think creatively","think analytically",0.9,852,24,"skill/competence","transversal","skill/competence","transversal"
"110","think creatively","cloud technologies",0.91,852,33,"skill/competence","transversal","knowledge","sector-specific"
"111","think creatively","manage the customer experience",0.9,852,10,"skill/competence","transversal","skill/competence","cross-sector"
"112","think creatively","basic chemicals",0.9,852,15,"skill/competence","transversal","knowledge","cross-sector"
"113","think creatively","electrical engineering",0.91,852,34,"skill/competence","transversal","knowledge","cross-sector"
"114","think creatively","data mining",0.91,852,10,"skill/competence","transversal","knowledge","sector-specific"
"115","think creatively","ecosystems",0.91,852,12,"skill/competence","transversal","knowledge","cross-sector"
"116","think creatively","application process",0.91,852,45,"skill/competence","transversal","knowledge","occupation-specific"
"117","think creatively","general medicine",0.91,852,10,"skill/competence","transversal","knowledge","cross-sector"
"118","think creatively","customer relationship management",0.92,852,12,"skill/competence","transversal","knowledge","cross-sector"
"119","think creatively","energy market",0.92,852,14,"skill/competence","transversal","knowledge","cross-sector"
"120","think creatively","detect bottlenecks",0.91,852,10,"skill/competence","transversal","skill/competence","cross-sector"
"121","think creatively","conduct cleaning tasks",0.92,852,38,"skill/competence","transversal","skill/competence","sector-specific"
"122","think creatively","civil engineering",0.92,852,17,"skill/competence","transversal","knowledge","cross-sector"
"123","think creatively","cyber security",0.93,852,18,"skill/competence","transversal","knowledge","sector-specific"
"124","think creatively","meet deadlines",0.92,852,26,"skill/competence","transversal","skill/competence","cross-sector"
"125","think creatively","show commitment",0.93,852,38,"skill/competence","transversal","skill/competence","transversal"
"126","think creatively","computer engineering",0.93,852,24,"skill/competence","transversal","knowledge","cross-sector"
"127","think creatively","cooperate with colleagues",0.93,852,29,"skill/competence","transversal","skill/competence","cross-sector"
"128","think creatively","apply strategic thinking",0.93,852,12,"skill/competence","transversal","skill/competence","cross-sector"
"129","think creatively","hardware testing methods",0.93,852,13,"skill/competence","transversal","knowledge","cross-sector"
"130","think creatively","concepts of telecommunications",0.94,852,11,"skill/competence","transversal","knowledge","sector-specific"
"131","think creatively","promote ideas, products, services",0.93,852,20,"skill/competence","transversal","skill","transversal skills and competences"
"132","think creatively","mechanics",0.94,852,12,"skill/competence","transversal","knowledge","cross-sector"
"133","think creatively","financial forecasting",0.94,852,16,"skill/competence","transversal","knowledge","cross-sector"
"134","think creatively","football",0.94,852,10,"skill/competence","transversal","knowledge","occupation-specific"
"135","think creatively","sales department processes",0.94,852,11,"skill/competence","transversal","knowledge","cross-sector"
"136","electronics","market research",0.81,48,18,"knowledge","cross-sector","knowledge","cross-sector"
"137","electronics","ICT system programming",0.82,48,18,"knowledge","cross-sector","knowledge","sector-specific"
"138","electronics","implement ICT recovery system",0.81,48,16,"knowledge","cross-sector","skill/competence","sector-specific"
"139","electronics","work in teams",0.81,48,51,"knowledge","cross-sector","skill/competence","transversal"
"140","electronics","production processes",0.82,48,17,"knowledge","cross-sector","knowledge","cross-sector"
"141","electronics","mechanical engineering",0.83,48,49,"knowledge","cross-sector","knowledge","sector-specific"
"142","electronics","integrated circuits",0.83,48,13,"knowledge","cross-sector","knowledge","cross-sector"
"143","electronics","surveying",0.83,48,23,"knowledge","cross-sector","knowledge","cross-sector"
"144","electronics","quality control systems",0.84,48,10,"knowledge","cross-sector","knowledge","sector-specific"
"145","electronics","business knowledge",0.84,48,18,"knowledge","cross-sector","knowledge","sector-specific"
"146","electronics","data analytics",0.84,48,68,"knowledge","cross-sector","knowledge","cross-sector"
"147","electronics","machine learning",0.84,48,58,"knowledge","cross-sector","knowledge","cross-sector"
"148","electronics","sales activities",0.85,48,18,"knowledge","cross-sector","knowledge","sector-specific"
"149","electronics","securities",0.85,48,182,"knowledge","cross-sector","knowledge","cross-sector"
"150","electronics","manage a team",0.84,48,28,"knowledge","cross-sector","skill/competence","cross-sector"
"151","electronics","manage quantitative data",0.85,48,12,"knowledge","cross-sector","skill/competence","cross-sector"
"152","electronics","ethics",0.86,48,20,"knowledge","cross-sector","knowledge","cross-sector"
"153","electronics","think innovately",0.86,48,110,"knowledge","cross-sector","skill/competence","transversal"
"154","electronics","energy efficiency",0.87,48,11,"knowledge","cross-sector","knowledge","sector-specific"
"155","electronics","office software",0.87,48,11,"knowledge","cross-sector","knowledge","cross-sector"
"156","electronics","work independently",0.87,48,107,"knowledge","cross-sector","skill/competence","transversal"
"157","electronics","manage schedule of tasks",0.86,48,12,"knowledge","cross-sector","skill/competence","cross-sector"
"158","electronics","financial jurisdiction",0.87,48,22,"knowledge","cross-sector","knowledge","cross-sector"
"159","electronics","deep learning",0.88,48,14,"knowledge","cross-sector","knowledge","cross-sector"
"160","electronics","robotics",0.88,48,35,"knowledge","cross-sector","knowledge","cross-sector"
"161","electronics","design thinking",0.88,48,30,"knowledge","cross-sector","knowledge","cross-sector"
"162","electronics","financial management",0.88,48,33,"knowledge","cross-sector","knowledge","cross-sector"
"163","electronics","customer insight",0.89,48,10,"knowledge","cross-sector","knowledge","sector-specific"
"164","electronics","manage contracts",0.88,48,35,"knowledge","cross-sector","skill/competence","cross-sector"
"165","electronics","industrial engineering",0.89,48,24,"knowledge","cross-sector","knowledge","cross-sector"
"166","electronics","operating systems",0.9,48,10,"knowledge","cross-sector","knowledge","sector-specific"
"167","electronics","build networks",0.89,48,10,"knowledge","cross-sector","skill/competence","transversal"
"168","electronics","think analytically",0.9,48,24,"knowledge","cross-sector","skill/competence","transversal"
"169","electronics","cloud technologies",0.91,48,33,"knowledge","cross-sector","knowledge","sector-specific"
"170","electronics","manage the customer experience",0.9,48,10,"knowledge","cross-sector","skill/competence","cross-sector"
"171","electronics","basic chemicals",0.9,48,15,"knowledge","cross-sector","knowledge","cross-sector"
"172","electronics","electrical engineering",0.91,48,34,"knowledge","cross-sector","knowledge","cross-sector"
"173","electronics","data mining",0.91,48,10,"knowledge","cross-sector","knowledge","sector-specific"
"174","electronics","ecosystems",0.91,48,12,"knowledge","cross-sector","knowledge","cross-sector"
"175","electronics","application process",0.91,48,45,"knowledge","cross-sector","knowledge","occupation-specific"
"176","electronics","general medicine",0.91,48,10,"knowledge","cross-sector","knowledge","cross-sector"
"177","electronics","customer relationship management",0.92,48,12,"knowledge","cross-sector","knowledge","cross-sector"
"178","electronics","energy market",0.92,48,14,"knowledge","cross-sector","knowledge","cross-sector"
"179","electronics","detect bottlenecks",0.92,48,10,"knowledge","cross-sector","skill/competence","cross-sector"
"180","electronics","conduct cleaning tasks",0.92,48,38,"knowledge","cross-sector","skill/competence","sector-specific"
"181","electronics","civil engineering",0.92,48,17,"knowledge","cross-sector","knowledge","cross-sector"
"182","electronics","cyber security",0.93,48,18,"knowledge","cross-sector","knowledge","sector-specific"
"183","electronics","meet deadlines",0.92,48,26,"knowledge","cross-sector","skill/competence","cross-sector"
"184","electronics","show commitment",0.93,48,38,"knowledge","cross-sector","skill/competence","transversal"
"185","electronics","computer engineering",0.93,48,24,"knowledge","cross-sector","knowledge","cross-sector"
"186","electronics","cooperate with colleagues",0.93,48,29,"knowledge","cross-sector","skill/competence","cross-sector"
"187","electronics","apply strategic thinking",0.93,48,12,"knowledge","cross-sector","skill/competence","cross-sector"
"188","electronics","hardware testing methods",0.93,48,13,"knowledge","cross-sector","knowledge","cross-sector"
"189","electronics","concepts of telecommunications",0.94,48,11,"knowledge","cross-sector","knowledge","sector-specific"
"190","electronics","promote ideas, products, services",0.94,48,20,"knowledge","cross-sector","skill","transversal skills and competences"
"191","electronics","mechanics",0.94,48,12,"knowledge","cross-sector","knowledge","cross-sector"
"192","electronics","financial forecasting",0.94,48,16,"knowledge","cross-sector","knowledge","cross-sector"
"193","electronics","football",0.94,48,10,"knowledge","cross-sector","knowledge","occupation-specific"
"194","electronics","sales department processes",0.94,48,11,"knowledge","cross-sector","knowledge","cross-sector"
"195","communication","project management",1,1449,1558,"knowledge","cross-sector","knowledge","sector-specific"
"196","communication","lead others",1,1449,703,"knowledge","cross-sector","skill/competence","transversal"
"197","communication","supplier management",1,1449,13,"knowledge","cross-sector","knowledge","sector-specific"
"198","communication","computer equipment",1,1449,116,"knowledge","cross-sector","knowledge","sector-specific"
"199","communication","ICT project management methodologies",1,1449,996,"knowledge","cross-sector","knowledge","sector-specific"
"200","communication","logistics",1,1449,631,"knowledge","cross-sector","knowledge","cross-sector"
"201","communication","chemistry",1,1449,42,"knowledge","cross-sector","knowledge","cross-sector"
"202","communication","accounting",1,1449,68,"knowledge","cross-sector","knowledge","cross-sector"
"203","communication","office administration",1,1449,12,"knowledge","cross-sector","knowledge","sector-specific"
"204","communication","report facts",1,1449,463,"knowledge","cross-sector","skill/competence","transversal"
"205","communication","manage time",1,1449,400,"knowledge","cross-sector","skill/competence","transversal"
"206","communication","plan",1,1449,765,"knowledge","cross-sector","skill","transversal skills and competences"
"207","communication","morality",1,1449,136,"knowledge","cross-sector","knowledge","cross-sector"
"208","communication","terminology",1,1449,586,"knowledge","cross-sector","knowledge","cross-sector"
"209","communication","lead a team",1,1449,32,"knowledge","cross-sector","skill/competence","cross-sector"
"210","communication","physics",1,1449,26,"knowledge","cross-sector","knowledge","cross-sector"
"211","communication","pharmaceutical industry",1,1449,40,"knowledge","cross-sector","knowledge","cross-sector"
"212","communication","demonstrate curiosity",1,1449,163,"knowledge","cross-sector","skill/competence","transversal"
"213","communication","negotiate compromises",1,1449,61,"knowledge","cross-sector","skill/competence","transversal"
"214","communication","design principles",1,1449,826,"knowledge","cross-sector","knowledge","cross-sector"
"215","communication","biotechnology",1,1449,53,"knowledge","cross-sector","knowledge","cross-sector"
"216","communication","use questioning techniques",1,1449,108,"knowledge","cross-sector","skill/competence","cross-sector"
"217","communication","biology",1,1449,25,"knowledge","cross-sector","knowledge","cross-sector"
"218","communication","alter management",1,1449,165,"knowledge","cross-sector","skill/competence","cross-sector"
"219","communication","economics",1,1449,355,"knowledge","cross-sector","knowledge","cross-sector"
"220","communication","mathematics",1,1449,47,"knowledge","cross-sector","knowledge","cross-sector"
"221","communication","public health",1,1449,25,"knowledge","cross-sector","knowledge","cross-sector"
"222","communication","trademarks",1,1449,163,"knowledge","cross-sector","knowledge","cross-sector"
"223","communication","advise others",1,1449,101,"knowledge","cross-sector","skill/competence","transversal"
"224","communication","business analysis",1,1449,66,"knowledge","cross-sector","knowledge","cross-sector"
"225","communication","crafting",1,1449,26,"knowledge","cross-sector","knowledge","sector-specific"
"226","communication","data protection",1,1449,66,"knowledge","cross-sector","knowledge","sector-specific"
"227","communication","cope with stress",1,1449,54,"knowledge","cross-sector","skill/competence","transversal"
"228","communication","assertiveness",1,1449,66,"knowledge","cross-sector","knowledge","sector-specific"
"229","communication","business model",1,1449,74,"knowledge","cross-sector","knowledge","occupation-specific"
"230","communication","business processes",1,1449,140,"knowledge","cross-sector","knowledge","cross-sector"
"231","communication","consultation",1,1449,39,"knowledge","cross-sector","knowledge","cross-sector"
"232","communication","improve business processes",1,1449,18,"knowledge","cross-sector","skill/competence","cross-sector"
"233","communication","assume responsibility",1,1449,358,"knowledge","cross-sector","skill/competence","transversal"
"234","communication","risk identification",1,1449,33,"knowledge","cross-sector","knowledge","cross-sector"
"235","communication","project commissioning",1,1449,82,"knowledge","cross-sector","knowledge","sector-specific"
"236","communication","quality standards",1,1449,78,"knowledge","cross-sector","knowledge","cross-sector"
"237","communication","risk management",1,1449,190,"knowledge","cross-sector","knowledge","cross-sector"
"238","communication","good laboratory practice",1,1449,64,"knowledge","cross-sector","knowledge","cross-sector"
"239","communication","health and safety in the workplace",1,1449,38,"knowledge","cross-sector","knowledge","cross-sector"
"240","communication","quality assurance procedures",1,1449,61,"knowledge","cross-sector","knowledge","cross-sector"
"241","communication","customer service",1,1449,256,"knowledge","cross-sector","knowledge","sector-specific"
"242","communication","develop strategy to solve problems",1,1449,26,"knowledge","cross-sector","skill/competence","cross-sector"
"243","communication","show entrepreneurial spirit",1,1449,60,"knowledge","cross-sector","skill/competence","transversal"
"244","communication","root cause analysis",1,1449,16,"knowledge","cross-sector","knowledge","cross-sector"
"245","communication","strategic planning",1,1449,31,"knowledge","cross-sector","knowledge","cross-sector"
"246","communication","knowledge management",1,1449,19,"knowledge","cross-sector","knowledge","sector-specific"
"247","communication","make decisions",1,1449,120,"knowledge","cross-sector","skill/competence","transversal"
"248","communication","lean manufacturing",1,1449,72,"knowledge","cross-sector","knowledge","cross-sector"
"249","communication","troubleshoot",1,1449,64,"knowledge","cross-sector","skill/competence","cross-sector"
"250","communication","resolve conflicts",1,1449,16,"knowledge","cross-sector","skill/competence","transversal"
"251","communication","guide staff",1,1449,23,"knowledge","cross-sector","skill/competence","occupation-specific"
"252","communication","process data",1,1449,16,"knowledge","cross-sector","skill/competence","cross-sector"
"253","communication","database",1,1449,154,"knowledge","cross-sector","knowledge","cross-sector"
"254","communication","express yourself creatively",1,1449,56,"knowledge","cross-sector","skill/competence","transversal"
"255","communication","delegate responsibilities",1,1449,14,"knowledge","cross-sector","skill/competence","transversal"
"256","communication","company policies",1,1449,23,"knowledge","cross-sector","knowledge","sector-specific"
"257","communication","service-oriented modelling",1,1449,71,"knowledge","cross-sector","knowledge","sector-specific"
"258","communication","ICT system integration",1,1449,50,"knowledge","cross-sector","knowledge","sector-specific"
"259","communication","cost management",1,1449,21,"knowledge","cross-sector","knowledge","sector-specific"
"260","communication","mentor individuals",1,1449,25,"knowledge","cross-sector","skill/competence","cross-sector"
"261","communication","computer science",1,1449,160,"knowledge","cross-sector","knowledge","cross-sector"
"262","communication","repossession",1,1449,25,"knowledge","cross-sector","knowledge","cross-sector"
"263","communication","entrepreneurship",1,1449,37,"knowledge","cross-sector","knowledge","cross-sector"
"264","communication","schedule production",1,1449,19,"knowledge","cross-sector","skill/competence","cross-sector"
"265","communication","team building",1,1449,45,"knowledge","cross-sector","knowledge","occupation-specific"
"266","communication","programme work according to incoming orders",1,1449,145,"knowledge","cross-sector","skill/competence","sector-specific"
"267","communication","show initiative",1,1449,21,"knowledge","cross-sector","skill/competence","transversal"
"268","communication","industrial software",1,1449,14,"knowledge","cross-sector","knowledge","cross-sector"
"269","communication","work in textile manufacturing teams",1,1449,12,"knowledge","cross-sector","skill/competence","sector-specific"
"270","communication","communicate with customers",1,1449,25,"knowledge","cross-sector","skill/competence","cross-sector"
"271","communication","computer technology",1,1449,129,"knowledge","cross-sector","knowledge","cross-sector"
"272","communication","leasing process",1,1449,25,"knowledge","cross-sector","knowledge","cross-sector"
"273","communication","business intelligence",1,1449,78,"knowledge","cross-sector","knowledge","cross-sector"
"274","communication","management department processes",1,1449,17,"knowledge","cross-sector","knowledge","cross-sector"
"275","communication","manufacturing processes",1,1449,16,"knowledge","cross-sector","knowledge","cross-sector"
"276","communication","manage several projects",1,1449,46,"knowledge","cross-sector","skill/competence","cross-sector"
"277","communication","social sciences",1,1449,19,"knowledge","cross-sector","knowledge","cross-sector"
"278","communication","work in an international environment",1,1449,21,"knowledge","cross-sector","skill/competence","sector-specific"
"279","communication","market research",1,1449,18,"knowledge","cross-sector","knowledge","cross-sector"
"280","communication","perform procurement processes",1,1449,42,"knowledge","cross-sector","skill/competence","cross-sector"
"281","communication","ICT system programming",1,1449,18,"knowledge","cross-sector","knowledge","sector-specific"
"282","communication","implement ICT recovery system",1,1449,16,"knowledge","cross-sector","skill/competence","sector-specific"
"283","communication","geometry",1,1449,15,"knowledge","cross-sector","knowledge","cross-sector"
"284","communication","work in teams",1,1449,51,"knowledge","cross-sector","skill/competence","transversal"
"285","communication","production processes",1,1449,17,"knowledge","cross-sector","knowledge","cross-sector"
"286","communication","mechanical engineering",1,1449,49,"knowledge","cross-sector","knowledge","sector-specific"
"287","communication","integrated circuits",1,1449,13,"knowledge","cross-sector","knowledge","cross-sector"
"288","communication","environmental engineering",1,1449,129,"knowledge","cross-sector","knowledge","cross-sector"
"289","communication","surveying",1,1449,23,"knowledge","cross-sector","knowledge","cross-sector"
"290","communication","quality control systems",1,1449,10,"knowledge","cross-sector","knowledge","sector-specific"
"291","communication","business knowledge",1,1449,18,"knowledge","cross-sector","knowledge","sector-specific"
"292","communication","data analytics",1,1449,68,"knowledge","cross-sector","knowledge","cross-sector"
"293","communication","machine learning",1,1449,58,"knowledge","cross-sector","knowledge","cross-sector"
"294","communication","sales activities",1,1449,18,"knowledge","cross-sector","knowledge","sector-specific"
"295","communication","securities",1,1449,182,"knowledge","cross-sector","knowledge","cross-sector"
"296","communication","manage a team",1,1449,28,"knowledge","cross-sector","skill/competence","cross-sector"
"297","communication","manage quantitative data",1,1449,12,"knowledge","cross-sector","skill/competence","cross-sector"
"298","communication","ethics",1,1449,20,"knowledge","cross-sector","knowledge","cross-sector"
"299","communication","financial analysis",1,1449,28,"knowledge","cross-sector","knowledge","cross-sector"
"300","communication","think innovately",1,1449,110,"knowledge","cross-sector","skill/competence","transversal"
"301","communication","energy efficiency",1,1449,11,"knowledge","cross-sector","knowledge","sector-specific"
"302","communication","office software",1,1449,11,"knowledge","cross-sector","knowledge","cross-sector"
"303","communication","work independently",1,1449,107,"knowledge","cross-sector","skill/competence","transversal"
"304","communication","algorithms",1,1449,29,"knowledge","cross-sector","knowledge","cross-sector"
"305","communication","solve problems",0.99,1449,49,"knowledge","cross-sector","skill/competence","transversal"
"306","communication","manage schedule of tasks",1,1449,12,"knowledge","cross-sector","skill/competence","cross-sector"
"307","communication","financial jurisdiction",1,1449,22,"knowledge","cross-sector","knowledge","cross-sector"
"308","communication","deep learning",1,1449,14,"knowledge","cross-sector","knowledge","cross-sector"
"309","communication","robotics",1,1449,35,"knowledge","cross-sector","knowledge","cross-sector"
"310","communication","conflict management",1,1449,33,"knowledge","cross-sector","knowledge","cross-sector"
"311","communication","design thinking",1,1449,30,"knowledge","cross-sector","knowledge","cross-sector"
"312","communication","financial management",1,1449,33,"knowledge","cross-sector","knowledge","cross-sector"
