"","from_skill","to_skill","link_probability","start_skill_relevance","end_skill_relevance","skillType_from","reuseLevel_from","skillType_to","reuseLevel_to"
"3493","supply chain management","management department processes",1,46,17,"knowledge","cross-sector","knowledge","cross-sector"
"3494","supply chain management","manufacturing processes",1,46,16,"knowledge","cross-sector","knowledge","cross-sector"
"3495","supply chain management","manage several projects",1,46,46,"knowledge","cross-sector","skill/competence","cross-sector"
"3496","supply chain management","social sciences",1,46,19,"knowledge","cross-sector","knowledge","cross-sector"
"3497","supply chain management","work in an international environment",1,46,21,"knowledge","cross-sector","skill/competence","sector-specific"
"3498","supply chain management","market research",1,46,18,"knowledge","cross-sector","knowledge","cross-sector"
"3499","supply chain management","perform procurement processes",1,46,42,"knowledge","cross-sector","skill/competence","cross-sector"
"3500","supply chain management","ICT system programming",1,46,18,"knowledge","cross-sector","knowledge","sector-specific"
"3501","supply chain management","implement ICT recovery system",1,46,16,"knowledge","cross-sector","skill/competence","sector-specific"
"3502","supply chain management","geometry",1,46,15,"knowledge","cross-sector","knowledge","cross-sector"
"3503","supply chain management","work in teams",1,46,51,"knowledge","cross-sector","skill/competence","transversal"
"3504","supply chain management","production processes",1,46,17,"knowledge","cross-sector","knowledge","cross-sector"
"3505","supply chain management","mechanical engineering",1,46,49,"knowledge","cross-sector","knowledge","sector-specific"
"3506","supply chain management","integrated circuits",1,46,13,"knowledge","cross-sector","knowledge","cross-sector"
"3507","supply chain management","environmental engineering",1,46,129,"knowledge","cross-sector","knowledge","cross-sector"
"3508","supply chain management","surveying",1,46,23,"knowledge","cross-sector","knowledge","cross-sector"
"3509","supply chain management","quality control systems",1,46,10,"knowledge","cross-sector","knowledge","sector-specific"
"3510","supply chain management","business knowledge",1,46,18,"knowledge","cross-sector","knowledge","sector-specific"
"3511","supply chain management","data analytics",1,46,68,"knowledge","cross-sector","knowledge","cross-sector"
"3512","supply chain management","machine learning",1,46,58,"knowledge","cross-sector","knowledge","cross-sector"
"3513","supply chain management","sales activities",1,46,18,"knowledge","cross-sector","knowledge","sector-specific"
"3514","supply chain management","securities",1,46,182,"knowledge","cross-sector","knowledge","cross-sector"
"3515","supply chain management","manage a team",1,46,28,"knowledge","cross-sector","skill/competence","cross-sector"
"3516","supply chain management","manage quantitative data",1,46,12,"knowledge","cross-sector","skill/competence","cross-sector"
"3517","supply chain management","ethics",1,46,20,"knowledge","cross-sector","knowledge","cross-sector"
"3518","supply chain management","financial analysis",1,46,28,"knowledge","cross-sector","knowledge","cross-sector"
"3519","supply chain management","think innovately",1,46,110,"knowledge","cross-sector","skill/competence","transversal"
"3520","supply chain management","energy efficiency",1,46,11,"knowledge","cross-sector","knowledge","sector-specific"
"3521","supply chain management","office software",1,46,11,"knowledge","cross-sector","knowledge","cross-sector"
"3522","supply chain management","work independently",1,46,107,"knowledge","cross-sector","skill/competence","transversal"
"3523","supply chain management","algorithms",1,46,29,"knowledge","cross-sector","knowledge","cross-sector"
"3524","supply chain management","solve problems",0.99,46,49,"knowledge","cross-sector","skill/competence","transversal"
"3525","supply chain management","manage schedule of tasks",1,46,12,"knowledge","cross-sector","skill/competence","cross-sector"
"3526","supply chain management","financial jurisdiction",1,46,22,"knowledge","cross-sector","knowledge","cross-sector"
"3527","supply chain management","deep learning",1,46,14,"knowledge","cross-sector","knowledge","cross-sector"
"3528","supply chain management","robotics",1,46,35,"knowledge","cross-sector","knowledge","cross-sector"
"3529","supply chain management","conflict management",1,46,33,"knowledge","cross-sector","knowledge","cross-sector"
"3530","supply chain management","design thinking",1,46,30,"knowledge","cross-sector","knowledge","cross-sector"
"3531","supply chain management","financial management",1,46,33,"knowledge","cross-sector","knowledge","cross-sector"
"3532","supply chain management","customer insight",1,46,10,"knowledge","cross-sector","knowledge","sector-specific"
"3533","supply chain management","manage contracts",1,46,35,"knowledge","cross-sector","skill/competence","cross-sector"
"3534","supply chain management","industrial engineering",1,46,24,"knowledge","cross-sector","knowledge","cross-sector"
"3535","supply chain management","product comprehension",1,46,12,"knowledge","cross-sector","knowledge","sector-specific"
"3536","supply chain management","operating systems",1,46,10,"knowledge","cross-sector","knowledge","sector-specific"
"3537","supply chain management","build networks",1,46,10,"knowledge","cross-sector","skill/competence","transversal"
"3538","supply chain management","think analytically",1,46,24,"knowledge","cross-sector","skill/competence","transversal"
"3539","supply chain management","cloud technologies",1,46,33,"knowledge","cross-sector","knowledge","sector-specific"
"3540","supply chain management","manage the customer experience",1,46,10,"knowledge","cross-sector","skill/competence","cross-sector"
"3541","supply chain management","basic chemicals",1,46,15,"knowledge","cross-sector","knowledge","cross-sector"
"3542","supply chain management","electrical engineering",1,46,34,"knowledge","cross-sector","knowledge","cross-sector"
"3543","supply chain management","personal development",1,46,56,"knowledge","cross-sector","knowledge","cross-sector"
"3544","supply chain management","politics",1,46,38,"knowledge","cross-sector","knowledge","cross-sector"
"3545","supply chain management","data mining",1,46,10,"knowledge","cross-sector","knowledge","sector-specific"
"3546","supply chain management","adapt to change",1,46,24,"knowledge","cross-sector","skill/competence","transversal"
"3547","supply chain management","ecosystems",1,46,12,"knowledge","cross-sector","knowledge","cross-sector"
"3548","supply chain management","logic",0.98,46,14,"knowledge","cross-sector","knowledge","cross-sector"
"3549","supply chain management","application process",1,46,45,"knowledge","cross-sector","knowledge","occupation-specific"
"3550","supply chain management","general medicine",1,46,10,"knowledge","cross-sector","knowledge","cross-sector"
"3551","supply chain management","customer relationship management",1,46,12,"knowledge","cross-sector","knowledge","cross-sector"
"3552","supply chain management","energy market",1,46,14,"knowledge","cross-sector","knowledge","cross-sector"
"3553","supply chain management","detect bottlenecks",1,46,10,"knowledge","cross-sector","skill/competence","cross-sector"
"3554","supply chain management","conduct cleaning tasks",1,46,38,"knowledge","cross-sector","skill/competence","sector-specific"
"3555","supply chain management","civil engineering",1,46,17,"knowledge","cross-sector","knowledge","cross-sector"
"3556","supply chain management","build trust",1,46,12,"knowledge","cross-sector","skill/competence","cross-sector"
"3557","supply chain management","cyber security",1,46,18,"knowledge","cross-sector","knowledge","sector-specific"
"3558","supply chain management","meet deadlines",1,46,26,"knowledge","cross-sector","skill/competence","cross-sector"
"3559","supply chain management","show commitment",1,46,38,"knowledge","cross-sector","skill/competence","transversal"
"3560","supply chain management","computer engineering",1,46,24,"knowledge","cross-sector","knowledge","cross-sector"
"3561","supply chain management","cooperate with colleagues",1,46,29,"knowledge","cross-sector","skill/competence","cross-sector"
"3562","supply chain management","transmission technology",1,46,12,"knowledge","cross-sector","knowledge","cross-sector"
"3563","supply chain management","manage resources",1,46,26,"knowledge","cross-sector","skill/competence","cross-sector"
"3564","supply chain management","meet commitments",1,46,11,"knowledge","cross-sector","skill/competence","transversal"
"3565","supply chain management","apply strategic thinking",1,46,12,"knowledge","cross-sector","skill/competence","cross-sector"
"3566","supply chain management","control systems",1,46,12,"knowledge","cross-sector","knowledge","cross-sector"
"3567","supply chain management","hardware testing methods",1,46,13,"knowledge","cross-sector","knowledge","cross-sector"
"3568","supply chain management","concepts of telecommunications",1,46,11,"knowledge","cross-sector","knowledge","sector-specific"
"3569","supply chain management","total quality control",1,46,13,"knowledge","cross-sector","knowledge","sector-specific"
"3570","supply chain management","mechanical systems",1,46,48,"knowledge","cross-sector","knowledge","cross-sector"
"3571","supply chain management","design process",1,46,21,"knowledge","cross-sector","skill/competence","cross-sector"
"3572","supply chain management","market analysis",1,46,14,"knowledge","cross-sector","knowledge","cross-sector"
"3573","supply chain management","promote ideas, products, services",1,46,20,"knowledge","cross-sector","skill","transversal skills and competences"
"3574","supply chain management","mechanics",1,46,12,"knowledge","cross-sector","knowledge","cross-sector"
"3575","supply chain management","financial forecasting",1,46,16,"knowledge","cross-sector","knowledge","cross-sector"
"3576","supply chain management","football",1,46,10,"knowledge","cross-sector","knowledge","occupation-specific"
"3577","supply chain management","project management principles",1,46,18,"knowledge","cross-sector","knowledge","cross-sector"
"3578","supply chain management","sales department processes",1,46,11,"knowledge","cross-sector","knowledge","cross-sector"
"3579","good laboratory practice","health and safety in the workplace",0.99,64,38,"knowledge","cross-sector","knowledge","cross-sector"
"3580","good laboratory practice","quality assurance procedures",0.88,64,61,"knowledge","cross-sector","knowledge","cross-sector"
"3581","good laboratory practice","customer service",0.99,64,256,"knowledge","cross-sector","knowledge","sector-specific"
"3582","good laboratory practice","develop strategy to solve problems",0.99,64,26,"knowledge","cross-sector","skill/competence","cross-sector"
"3583","good laboratory practice","show entrepreneurial spirit",0.99,64,60,"knowledge","cross-sector","skill/competence","transversal"
"3584","good laboratory practice","root cause analysis",0.99,64,16,"knowledge","cross-sector","knowledge","cross-sector"
"3585","good laboratory practice","strategic planning",0.98,64,31,"knowledge","cross-sector","knowledge","cross-sector"
"3586","good laboratory practice","knowledge management",1,64,19,"knowledge","cross-sector","knowledge","sector-specific"
"3587","good laboratory practice","lean manufacturing",1,64,72,"knowledge","cross-sector","knowledge","cross-sector"
"3588","good laboratory practice","troubleshoot",1,64,64,"knowledge","cross-sector","skill/competence","cross-sector"
"3589","good laboratory practice","guide staff",1,64,23,"knowledge","cross-sector","skill/competence","occupation-specific"
"3590","good laboratory practice","process data",1,64,16,"knowledge","cross-sector","skill/competence","cross-sector"
"3591","good laboratory practice","database",0.98,64,154,"knowledge","cross-sector","knowledge","cross-sector"
"3592","good laboratory practice","express yourself creatively",0.98,64,56,"knowledge","cross-sector","skill/competence","transversal"
"3593","good laboratory practice","delegate responsibilities",1,64,14,"knowledge","cross-sector","skill/competence","transversal"
"3594","good laboratory practice","company policies",0.99,64,23,"knowledge","cross-sector","knowledge","sector-specific"
"3595","good laboratory practice","service-oriented modelling",1,64,71,"knowledge","cross-sector","knowledge","sector-specific"
"3596","good laboratory practice","ICT system integration",1,64,50,"knowledge","cross-sector","knowledge","sector-specific"
"3597","good laboratory practice","cost management",1,64,21,"knowledge","cross-sector","knowledge","sector-specific"
"3598","good laboratory practice","mentor individuals",0.99,64,25,"knowledge","cross-sector","skill/competence","cross-sector"
"3599","good laboratory practice","computer science",1,64,160,"knowledge","cross-sector","knowledge","cross-sector"
"3600","good laboratory practice","repossession",1,64,25,"knowledge","cross-sector","knowledge","cross-sector"
"3601","good laboratory practice","entrepreneurship",1,64,37,"knowledge","cross-sector","knowledge","cross-sector"
"3602","good laboratory practice","schedule production",1,64,19,"knowledge","cross-sector","skill/competence","cross-sector"
"3603","good laboratory practice","team building",1,64,45,"knowledge","cross-sector","knowledge","occupation-specific"
"3604","good laboratory practice","programme work according to incoming orders",1,64,145,"knowledge","cross-sector","skill/competence","sector-specific"
"3605","good laboratory practice","show initiative",1,64,21,"knowledge","cross-sector","skill/competence","transversal"
"3606","good laboratory practice","industrial software",1,64,14,"knowledge","cross-sector","knowledge","cross-sector"
"3607","good laboratory practice","work in textile manufacturing teams",1,64,12,"knowledge","cross-sector","skill/competence","sector-specific"
"3608","good laboratory practice","communicate with customers",1,64,25,"knowledge","cross-sector","skill/competence","cross-sector"
"3609","good laboratory practice","computer technology",0.94,64,129,"knowledge","cross-sector","knowledge","cross-sector"
"3610","good laboratory practice","leasing process",1,64,25,"knowledge","cross-sector","knowledge","cross-sector"
"3611","good laboratory practice","business intelligence",1,64,78,"knowledge","cross-sector","knowledge","cross-sector"
"3612","good laboratory practice","management department processes",0.99,64,17,"knowledge","cross-sector","knowledge","cross-sector"
"3613","good laboratory practice","manufacturing processes",1,64,16,"knowledge","cross-sector","knowledge","cross-sector"
"3614","good laboratory practice","manage several projects",1,64,46,"knowledge","cross-sector","skill/competence","cross-sector"
"3615","good laboratory practice","social sciences",1,64,19,"knowledge","cross-sector","knowledge","cross-sector"
"3616","good laboratory practice","work in an international environment",1,64,21,"knowledge","cross-sector","skill/competence","sector-specific"
"3617","good laboratory practice","market research",1,64,18,"knowledge","cross-sector","knowledge","cross-sector"
"3618","good laboratory practice","perform procurement processes",0.98,64,42,"knowledge","cross-sector","skill/competence","cross-sector"
"3619","good laboratory practice","ICT system programming",1,64,18,"knowledge","cross-sector","knowledge","sector-specific"
"3620","good laboratory practice","implement ICT recovery system",1,64,16,"knowledge","cross-sector","skill/competence","sector-specific"
"3621","good laboratory practice","geometry",0.98,64,15,"knowledge","cross-sector","knowledge","cross-sector"
"3622","good laboratory practice","work in teams",1,64,51,"knowledge","cross-sector","skill/competence","transversal"
"3623","good laboratory practice","production processes",1,64,17,"knowledge","cross-sector","knowledge","cross-sector"
"3624","good laboratory practice","mechanical engineering",1,64,49,"knowledge","cross-sector","knowledge","sector-specific"
"3625","good laboratory practice","integrated circuits",1,64,13,"knowledge","cross-sector","knowledge","cross-sector"
"3626","good laboratory practice","environmental engineering",0.99,64,129,"knowledge","cross-sector","knowledge","cross-sector"
"3627","good laboratory practice","surveying",1,64,23,"knowledge","cross-sector","knowledge","cross-sector"
"3628","good laboratory practice","quality control systems",1,64,10,"knowledge","cross-sector","knowledge","sector-specific"
"3629","good laboratory practice","business knowledge",1,64,18,"knowledge","cross-sector","knowledge","sector-specific"
"3630","good laboratory practice","data analytics",1,64,68,"knowledge","cross-sector","knowledge","cross-sector"
"3631","good laboratory practice","machine learning",1,64,58,"knowledge","cross-sector","knowledge","cross-sector"
"3632","good laboratory practice","sales activities",1,64,18,"knowledge","cross-sector","knowledge","sector-specific"
"3633","good laboratory practice","securities",1,64,182,"knowledge","cross-sector","knowledge","cross-sector"
"3634","good laboratory practice","manage a team",1,64,28,"knowledge","cross-sector","skill/competence","cross-sector"
"3635","good laboratory practice","manage quantitative data",1,64,12,"knowledge","cross-sector","skill/competence","cross-sector"
"3636","good laboratory practice","ethics",1,64,20,"knowledge","cross-sector","knowledge","cross-sector"
"3637","good laboratory practice","financial analysis",0.99,64,28,"knowledge","cross-sector","knowledge","cross-sector"
"3638","good laboratory practice","think innovately",1,64,110,"knowledge","cross-sector","skill/competence","transversal"
"3639","good laboratory practice","energy efficiency",1,64,11,"knowledge","cross-sector","knowledge","sector-specific"
"3640","good laboratory practice","office software",1,64,11,"knowledge","cross-sector","knowledge","cross-sector"
"3641","good laboratory practice","work independently",1,64,107,"knowledge","cross-sector","skill/competence","transversal"
"3642","good laboratory practice","algorithms",0.99,64,29,"knowledge","cross-sector","knowledge","cross-sector"
"3643","good laboratory practice","manage schedule of tasks",1,64,12,"knowledge","cross-sector","skill/competence","cross-sector"
"3644","good laboratory practice","financial jurisdiction",1,64,22,"knowledge","cross-sector","knowledge","cross-sector"
"3645","good laboratory practice","deep learning",1,64,14,"knowledge","cross-sector","knowledge","cross-sector"
"3646","good laboratory practice","robotics",1,64,35,"knowledge","cross-sector","knowledge","cross-sector"
"3647","good laboratory practice","conflict management",0.99,64,33,"knowledge","cross-sector","knowledge","cross-sector"
"3648","good laboratory practice","design thinking",1,64,30,"knowledge","cross-sector","knowledge","cross-sector"
"3649","good laboratory practice","financial management",1,64,33,"knowledge","cross-sector","knowledge","cross-sector"
"3650","good laboratory practice","customer insight",1,64,10,"knowledge","cross-sector","knowledge","sector-specific"
"3651","good laboratory practice","manage contracts",1,64,35,"knowledge","cross-sector","skill/competence","cross-sector"
"3652","good laboratory practice","industrial engineering",1,64,24,"knowledge","cross-sector","knowledge","cross-sector"
"3653","good laboratory practice","operating systems",1,64,10,"knowledge","cross-sector","knowledge","sector-specific"
"3654","good laboratory practice","build networks",1,64,10,"knowledge","cross-sector","skill/competence","transversal"
"3655","good laboratory practice","think analytically",1,64,24,"knowledge","cross-sector","skill/competence","transversal"
"3656","good laboratory practice","cloud technologies",1,64,33,"knowledge","cross-sector","knowledge","sector-specific"
"3657","good laboratory practice","manage the customer experience",1,64,10,"knowledge","cross-sector","skill/competence","cross-sector"
"3658","good laboratory practice","basic chemicals",1,64,15,"knowledge","cross-sector","knowledge","cross-sector"
"3659","good laboratory practice","electrical engineering",1,64,34,"knowledge","cross-sector","knowledge","cross-sector"
"3660","good laboratory practice","personal development",0.99,64,56,"knowledge","cross-sector","knowledge","cross-sector"
"3661","good laboratory practice","politics",0.99,64,38,"knowledge","cross-sector","knowledge","cross-sector"
"3662","good laboratory practice","data mining",1,64,10,"knowledge","cross-sector","knowledge","sector-specific"
"3663","good laboratory practice","adapt to change",0.99,64,24,"knowledge","cross-sector","skill/competence","transversal"
"3664","good laboratory practice","ecosystems",1,64,12,"knowledge","cross-sector","knowledge","cross-sector"
"3665","good laboratory practice","application process",1,64,45,"knowledge","cross-sector","knowledge","occupation-specific"
"3666","good laboratory practice","general medicine",1,64,10,"knowledge","cross-sector","knowledge","cross-sector"
"3667","good laboratory practice","customer relationship management",1,64,12,"knowledge","cross-sector","knowledge","cross-sector"
"3668","good laboratory practice","energy market",1,64,14,"knowledge","cross-sector","knowledge","cross-sector"
"3669","good laboratory practice","detect bottlenecks",1,64,10,"knowledge","cross-sector","skill/competence","cross-sector"
"3670","good laboratory practice","conduct cleaning tasks",1,64,38,"knowledge","cross-sector","skill/competence","sector-specific"
"3671","good laboratory practice","civil engineering",1,64,17,"knowledge","cross-sector","knowledge","cross-sector"
"3672","good laboratory practice","cyber security",1,64,18,"knowledge","cross-sector","knowledge","sector-specific"
"3673","good laboratory practice","meet deadlines",1,64,26,"knowledge","cross-sector","skill/competence","cross-sector"
"3674","good laboratory practice","show commitment",1,64,38,"knowledge","cross-sector","skill/competence","transversal"
"3675","good laboratory practice","computer engineering",1,64,24,"knowledge","cross-sector","knowledge","cross-sector"
"3676","good laboratory practice","cooperate with colleagues",1,64,29,"knowledge","cross-sector","skill/competence","cross-sector"
"3677","good laboratory practice","transmission technology",0.99,64,12,"knowledge","cross-sector","knowledge","cross-sector"
"3678","good laboratory practice","manage resources",0.99,64,26,"knowledge","cross-sector","skill/competence","cross-sector"
"3679","good laboratory practice","meet commitments",0.99,64,11,"knowledge","cross-sector","skill/competence","transversal"
"3680","good laboratory practice","apply strategic thinking",1,64,12,"knowledge","cross-sector","skill/competence","cross-sector"
"3681","good laboratory practice","control systems",0.98,64,12,"knowledge","cross-sector","knowledge","cross-sector"
"3682","good laboratory practice","hardware testing methods",1,64,13,"knowledge","cross-sector","knowledge","cross-sector"
"3683","good laboratory practice","concepts of telecommunications",1,64,11,"knowledge","cross-sector","knowledge","sector-specific"
"3684","good laboratory practice","total quality control",1,64,13,"knowledge","cross-sector","knowledge","sector-specific"
"3685","good laboratory practice","design process",0.99,64,21,"knowledge","cross-sector","skill/competence","cross-sector"
"3686","good laboratory practice","market analysis",0.99,64,14,"knowledge","cross-sector","knowledge","cross-sector"
"3687","good laboratory practice","promote ideas, products, services",1,64,20,"knowledge","cross-sector","skill","transversal skills and competences"
"3688","good laboratory practice","mechanics",1,64,12,"knowledge","cross-sector","knowledge","cross-sector"
"3689","good laboratory practice","financial forecasting",1,64,16,"knowledge","cross-sector","knowledge","cross-sector"
"3690","good laboratory practice","football",1,64,10,"knowledge","cross-sector","knowledge","occupation-specific"
"3691","good laboratory practice","project management principles",0.99,64,18,"knowledge","cross-sector","knowledge","cross-sector"
"3692","good laboratory practice","sales department processes",1,64,11,"knowledge","cross-sector","knowledge","cross-sector"
"3693","health and safety in the workplace","lean manufacturing",0.82,38,72,"knowledge","cross-sector","knowledge","cross-sector"
"3694","health and safety in the workplace","troubleshoot",0.82,38,64,"knowledge","cross-sector","skill/competence","cross-sector"
"3695","health and safety in the workplace","guide staff",0.82,38,23,"knowledge","cross-sector","skill/competence","occupation-specific"
"3696","health and safety in the workplace","process data",0.82,38,16,"knowledge","cross-sector","skill/competence","cross-sector"
"3697","health and safety in the workplace","delegate responsibilities",0.83,38,14,"knowledge","cross-sector","skill/competence","transversal"
"3698","health and safety in the workplace","service-oriented modelling",0.85,38,71,"knowledge","cross-sector","knowledge","sector-specific"
"3699","health and safety in the workplace","ICT system integration",0.85,38,50,"knowledge","cross-sector","knowledge","sector-specific"
"3700","health and safety in the workplace","computer science",0.84,38,160,"knowledge","cross-sector","knowledge","cross-sector"
"3701","health and safety in the workplace","repossession",0.85,38,25,"knowledge","cross-sector","knowledge","cross-sector"
"3702","health and safety in the workplace","entrepreneurship",0.85,38,37,"knowledge","cross-sector","knowledge","cross-sector"
"3703","health and safety in the workplace","schedule production",0.85,38,19,"knowledge","cross-sector","skill/competence","cross-sector"
"3704","health and safety in the workplace","team building",0.86,38,45,"knowledge","cross-sector","knowledge","occupation-specific"
"3705","health and safety in the workplace","show initiative",0.86,38,21,"knowledge","cross-sector","skill/competence","transversal"
"3706","health and safety in the workplace","industrial software",0.86,38,14,"knowledge","cross-sector","knowledge","cross-sector"
"3707","health and safety in the workplace","work in textile manufacturing teams",0.86,38,12,"knowledge","cross-sector","skill/competence","sector-specific"
"3708","health and safety in the workplace","communicate with customers",0.86,38,25,"knowledge","cross-sector","skill/competence","cross-sector"
"3709","health and safety in the workplace","leasing process",0.87,38,25,"knowledge","cross-sector","knowledge","cross-sector"
"3710","health and safety in the workplace","business intelligence",0.87,38,78,"knowledge","cross-sector","knowledge","cross-sector"
"3711","health and safety in the workplace","manufacturing processes",0.88,38,16,"knowledge","cross-sector","knowledge","cross-sector"
"3712","health and safety in the workplace","manage several projects",0.87,38,46,"knowledge","cross-sector","skill/competence","cross-sector"
"3713","health and safety in the workplace","social sciences",0.88,38,19,"knowledge","cross-sector","knowledge","cross-sector"
"3714","health and safety in the workplace","work in an international environment",0.88,38,21,"knowledge","cross-sector","skill/competence","sector-specific"
"3715","health and safety in the workplace","market research",0.89,38,18,"knowledge","cross-sector","knowledge","cross-sector"
"3716","health and safety in the workplace","ICT system programming",0.89,38,18,"knowledge","cross-sector","knowledge","sector-specific"
"3717","health and safety in the workplace","implement ICT recovery system",0.89,38,16,"knowledge","cross-sector","skill/competence","sector-specific"
"3718","health and safety in the workplace","work in teams",0.89,38,51,"knowledge","cross-sector","skill/competence","transversal"
"3719","health and safety in the workplace","production processes",0.9,38,17,"knowledge","cross-sector","knowledge","cross-sector"
"3720","health and safety in the workplace","mechanical engineering",0.9,38,49,"knowledge","cross-sector","knowledge","sector-specific"
"3721","health and safety in the workplace","integrated circuits",0.9,38,13,"knowledge","cross-sector","knowledge","cross-sector"
"3722","health and safety in the workplace","surveying",0.9,38,23,"knowledge","cross-sector","knowledge","cross-sector"
"3723","health and safety in the workplace","quality control systems",0.91,38,10,"knowledge","cross-sector","knowledge","sector-specific"
"3724","health and safety in the workplace","business knowledge",0.91,38,18,"knowledge","cross-sector","knowledge","sector-specific"
"3725","health and safety in the workplace","data analytics",0.91,38,68,"knowledge","cross-sector","knowledge","cross-sector"
"3726","health and safety in the workplace","machine learning",0.91,38,58,"knowledge","cross-sector","knowledge","cross-sector"
"3727","health and safety in the workplace","sales activities",0.92,38,18,"knowledge","cross-sector","knowledge","sector-specific"
"3728","health and safety in the workplace","securities",0.91,38,182,"knowledge","cross-sector","knowledge","cross-sector"
"3729","health and safety in the workplace","manage a team",0.91,38,28,"knowledge","cross-sector","skill/competence","cross-sector"
"3730","health and safety in the workplace","manage quantitative data",0.91,38,12,"knowledge","cross-sector","skill/competence","cross-sector"
"3731","health and safety in the workplace","ethics",0.92,38,20,"knowledge","cross-sector","knowledge","cross-sector"
"3732","health and safety in the workplace","think innovately",0.92,38,110,"knowledge","cross-sector","skill/competence","transversal"
"3733","health and safety in the workplace","energy efficiency",0.93,38,11,"knowledge","cross-sector","knowledge","sector-specific"
"3734","health and safety in the workplace","office software",0.92,38,11,"knowledge","cross-sector","knowledge","cross-sector"
"3735","health and safety in the workplace","work independently",0.92,38,107,"knowledge","cross-sector","skill/competence","transversal"
"3736","health and safety in the workplace","manage schedule of tasks",0.92,38,12,"knowledge","cross-sector","skill/competence","cross-sector"
"3737","health and safety in the workplace","financial jurisdiction",0.93,38,22,"knowledge","cross-sector","knowledge","cross-sector"
"3738","health and safety in the workplace","deep learning",0.93,38,14,"knowledge","cross-sector","knowledge","cross-sector"
"3739","health and safety in the workplace","robotics",0.93,38,35,"knowledge","cross-sector","knowledge","cross-sector"
"3740","health and safety in the workplace","design thinking",0.93,38,30,"knowledge","cross-sector","knowledge","cross-sector"
"3741","health and safety in the workplace","financial management",0.93,38,33,"knowledge","cross-sector","knowledge","cross-sector"
"3742","health and safety in the workplace","customer insight",0.94,38,10,"knowledge","cross-sector","knowledge","sector-specific"
"3743","health and safety in the workplace","manage contracts",0.93,38,35,"knowledge","cross-sector","skill/competence","cross-sector"
"3744","health and safety in the workplace","industrial engineering",0.94,38,24,"knowledge","cross-sector","knowledge","cross-sector"
"3745","health and safety in the workplace","operating systems",0.94,38,10,"knowledge","cross-sector","knowledge","sector-specific"
"3746","health and safety in the workplace","build networks",0.94,38,10,"knowledge","cross-sector","skill/competence","transversal"
"3747","health and safety in the workplace","think analytically",0.94,38,24,"knowledge","cross-sector","skill/competence","transversal"
"3748","health and safety in the workplace","cloud technologies",0.95,38,33,"knowledge","cross-sector","knowledge","sector-specific"
"3749","health and safety in the workplace","manage the customer experience",0.94,38,10,"knowledge","cross-sector","skill/competence","cross-sector"
"3750","health and safety in the workplace","basic chemicals",0.95,38,15,"knowledge","cross-sector","knowledge","cross-sector"
"3751","health and safety in the workplace","electrical engineering",0.95,38,34,"knowledge","cross-sector","knowledge","cross-sector"
"3752","health and safety in the workplace","data mining",0.95,38,10,"knowledge","cross-sector","knowledge","sector-specific"
"3753","health and safety in the workplace","ecosystems",0.95,38,12,"knowledge","cross-sector","knowledge","cross-sector"
"3754","health and safety in the workplace","application process",0.95,38,45,"knowledge","cross-sector","knowledge","occupation-specific"
"3755","health and safety in the workplace","general medicine",0.95,38,10,"knowledge","cross-sector","knowledge","cross-sector"
"3756","health and safety in the workplace","customer relationship management",0.95,38,12,"knowledge","cross-sector","knowledge","cross-sector"
"3757","health and safety in the workplace","energy market",0.95,38,14,"knowledge","cross-sector","knowledge","cross-sector"
"3758","health and safety in the workplace","detect bottlenecks",0.95,38,10,"knowledge","cross-sector","skill/competence","cross-sector"
"3759","health and safety in the workplace","conduct cleaning tasks",0.96,38,38,"knowledge","cross-sector","skill/competence","sector-specific"
"3760","health and safety in the workplace","civil engineering",0.96,38,17,"knowledge","cross-sector","knowledge","cross-sector"
"3761","health and safety in the workplace","cyber security",0.96,38,18,"knowledge","cross-sector","knowledge","sector-specific"
"3762","health and safety in the workplace","meet deadlines",0.96,38,26,"knowledge","cross-sector","skill/competence","cross-sector"
"3763","health and safety in the workplace","show commitment",0.96,38,38,"knowledge","cross-sector","skill/competence","transversal"
"3764","health and safety in the workplace","computer engineering",0.96,38,24,"knowledge","cross-sector","knowledge","cross-sector"
"3765","health and safety in the workplace","cooperate with colleagues",0.96,38,29,"knowledge","cross-sector","skill/competence","cross-sector"
"3766","health and safety in the workplace","apply strategic thinking",0.96,38,12,"knowledge","cross-sector","skill/competence","cross-sector"
"3767","health and safety in the workplace","hardware testing methods",0.96,38,13,"knowledge","cross-sector","knowledge","cross-sector"
"3768","health and safety in the workplace","concepts of telecommunications",0.97,38,11,"knowledge","cross-sector","knowledge","sector-specific"
"3769","health and safety in the workplace","promote ideas, products, services",0.97,38,20,"knowledge","cross-sector","skill","transversal skills and competences"
"3770","health and safety in the workplace","mechanics",0.97,38,12,"knowledge","cross-sector","knowledge","cross-sector"
"3771","health and safety in the workplace","financial forecasting",0.97,38,16,"knowledge","cross-sector","knowledge","cross-sector"
"3772","health and safety in the workplace","football",0.97,38,10,"knowledge","cross-sector","knowledge","occupation-specific"
"3773","health and safety in the workplace","sales department processes",0.97,38,11,"knowledge","cross-sector","knowledge","cross-sector"
"3774","quality assurance procedures","customer service",0.99,61,256,"knowledge","cross-sector","knowledge","sector-specific"
"3775","quality assurance procedures","develop strategy to solve problems",0.99,61,26,"knowledge","cross-sector","skill/competence","cross-sector"
"3776","quality assurance procedures","show entrepreneurial spirit",0.99,61,60,"knowledge","cross-sector","skill/competence","transversal"
